"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"transl.

Ras (dari bahasa Prancis race, yang sendirinya dari bahasa Latin radix, ""akar"") adalah suatu sistem klasifikasi yang digunakan untuk mengkategorikan manusia dalam populasi atau kelompok besar dan berbeda melalui ciri fenotipe, asal usul geografis, tampang jasmani dan kesukuan yang terwarisi. Di awal abad ke-20 istilah ini sering digunakan dalam arti biologis untuk menunjuk populasi manusia yang beraneka ragam dari segi genetik dengan anggota yang memiliki fenotipe (tampang luar) yang sama.[1] Arti ""ras"" ini masih digunakan dalam antropologi forensik (dalam menganalisa sisa tulang), penelitian biomedis dan kedokteran berdasarkan asal usul.[2]"	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Di samping itu, di Amerika Serikat misalnya, penegak hukum menggunakan istilah ""ras"" dalam menentukan profil tersangka dan penggambaran kembali tampang sisa yang belum diidentifikasi."	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Selain itu, karena di banyak masyarakat, pengelompokan berdasarkan ""ras"" mengikuti pola pelapisan sosial, bagi ilmuwan sosial yang meneliti kesenjangan sosial, ""ras"" dapat menjadi variabel yang berarti. Sebagai faktor sosiologis, kategori ""ras"" dapat secara terbatas mencerminkan penjelasan yang subyektif, mengenai jati diri dan lembaga sosial.[3][4]"	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Oleh karena itu, paradigma ""ras"" yang digunakan dalam berbagai disiplin menekan dengan cara yang beraneka pada sifat biologis atau pada segi konstruk sosial."	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Walau para biologis kadang-kadang menggunakan paham ""ras"" untuk membuat pembedaan antara kumpulan ciri-ciri yang rancu, ilmuwan lain mengajukan wawasan bahwa paham ""ras"" sering digunakan[5] secara naif[6] atau terlalu sederhana. ""Ras"" tidak memiliki arti taksonomis untuk manusia: semua manusia adalah anggota dari subspesies hominid yang sama yaitu Homo sapiens sapiens.[7][8] Paham sosial dan pengelompokan ras berubah dengan waktu, termasuk taksonomi awam
[9] yang menentukan tipe orang yang bersifat esensialisme berdasarkan ciri-ciri yang terlihat. Para ilmuwan menganggap esensialisme biologis sudah ketinggalan zaman,[10] dan pada umumnya tidak mendukung penjelasan berdasarkan ras untuk pembedaan kelompok, baik dari segi ciri-ciri jasamni maupun kelakuan.[6][11]"	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Saat orang menentukan dan menggunakan satu paham tertentu untuk ""ras"", mereka menciptakan suatu kenyataan sosial di mana diterapkan suatu kategorisasi sosial tertentu.[12] Oleh sebab itu ""ras"" dipandang sebagai konstruk sosial.[13] Konstruk tersebut berkembang dalam berbagai konteks hukum, ekonomi dan sosio-politik, dan boleh jadi lebih merupakan akibat daripada sebab dari kenyataan sosial.[14] Walau banyak ilmuwan berpandangan bahwa ""ras"" adalah suatu konstruk sosial, kebanyakan pakar setuju bahwa ""ras"" memiliki dampak material yang nyata dalam diskriminasi perhunian, proses hukum, praktik politik, pendidikan dll. Teori Omi dan Winant mengenai pembentukan ras mengatakan bahwa ""ras adalah suatu konsep yang mengartika dan melambangkan pertentangan dan kepentingan sosial melalui pengacuan pada tipe jasmani manusia yang berbeda.”[15] Arti dan maksud dari istilah ""ras"" dihasilkan dan digunakan oleh lembaga sosial melalui pandangan bersifat kebudayaan. Sejak Omi dan Winant, para akademisi telah menyusun dan meninjau kembali maksud ""ras"" sebagai konstruksi sosial dengan meneliti cara gambaran, paham dan asumsio mengenai ""ras"" dirumuskan dalam kehidupan sehari-hari. Angela Davis,[16] Ruth Gilmore,[17] dan Imani Perry[18] telah menelusuri hubungan antara paham ""ras"" dari segi sejarah dan sosial production dalam bahasa hukum dan pidana, dan dampaknya atas kebijakan terhadap orang Hitam di Amerika, dan jumlah mereka dalam penjara yang sudah tidak proporsional lagi."	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Faktor sosio dan ekonomi berakibatkan penderitaan yang sangat besar di dalam kelompok yang telantar.[19] Diskriminasi rasial sering bertepatan dengan pola pikir yang rasis , di mana para individu dan ideologi satu kelompok melihat anggota dari kelompok lain sebagai suatu ""ras"" tertentu yang lebih rendah secara moral.[20] Alhasil, kelompok yang tidak banyak berkuasa sering terasing atau tertindas, sedangkan individu dan lembaga yang dominan dituduh bersikap rasis.[21] Rasisme berakibatkan banyak contoh tragedi, termasuk perbudakan dan genosida.[22]"	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Boleh jadi kelompok manusia dari dulu selalu menentukan diri sendiri sebagai berbeda dari kelompok lain. Namun, perbedaan tersebut belum tentu selalu dipandang sebagai sesuatu yang alami, tak terubahkan dan menyeluruh. Pandang seperti ini merupakan ciri-ciri khas paham ""ras"" yang digunakan pada masa kini.[23]"	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Pada awalnya, kata ""ras"" dipakai untuk menunjuk suatu bangsa atau kelompok etnis. Marco Polo misalnya, dalam bukunya yang ditulis pada abad ke-13, menguraikan ""ras Persia"".[24] Paham ""ras"" masa kini baru muncul pada abad ke-17.[25]"	"False"
"6722200179758083241"	"berapakah jenis ras yang ada didunia?"	"Paham Eropa tentang ""ras"", sejalan dengan sejumlah paham yang sekarang dikaitkan dengan istilah tersebut, muncul pada saat revolusi ilmiah, di mana penelitian alam dimulai dan diutamakan, dan masa imperialisme dan kolonialisme Eropa yang menciptakan hubungan politik antara orang Eropa dan bangsa yang memiliki tradisi kebudayaan dan politik yang berbeda.[23][26] Dengan bertemunya orang Europa dengan bangsa dari berbagai bagian dunia, mereka membahas perbedaan jasmani, sosial dan kebudayaan di antara berbagai kelompok manusia. Munculnya perniagaan budak di Atlantik, yang secara berangsur menggantikan perniagaan budak yang lebih lama di seluruh dunia, makin mendorong untuk mengkategorikan kelompok manusia demi membenarkan ditundukkannya budak asal Afrika.[27] Dengan mengacu kepada sumber Klasik mereka dan hubungan antar bangsa Eropa sendiri — misalnya, permusuhan bebuyutan antara Inggris dan Prancis sangat berpengaruh atas pemikiran Eropa awal mengenai perbedaan antar bangsa[28] — orang Eropa mulai mengotakkan mereka sendiri dan bangsa lain dalam kelompok berdasarkan tampang jasmani, dan melekatkan pada individu dalam kelompok tersebut, perilaku dan kemampuan yang dianggap mengakar dalam-dalam. Berkembanlah sejumlah kepercayaan yang mengaitkan perbedaan jasmani antar kelompok yang terwarisi, dengan sifat intelektual, perilaku dan moral yang juga dikira terwarisi.[29] Paham serupa ditemukan pada kebudayaan lain,[30] misalnya di Tiongkok, di mana suatu konsep yang diterjemahkan dengan istilah ""ras"" dikaitkan dengan yang dipercayai adalah keturunan bersama dari Kaisar Kuning, dan digunakan untuk menegaskan kesatuan para kelompok etnis di Tiongkok China. Pertikaian penuh kekerasan antar kelompok etnis sempat terjadi di sepanjang sejarah dan di seluruh dunia.[31]"	"False"
